SampleID	PatientID	Accession	BioProject	AccessionShotgun	Pool	run_prefix	instrument_model	platform	target_gene
FMT.0238C	FMT.0238	SRR11116450	PRJNA607574		806	FMT.0238C..pool806	Illumina MiSeq	Illumina	16S rRNA
FMT.0240B	FMT.0240	SRR9271220	PRJNA548153		805	FMT.0240B..pool805	Illumina MiSeq	Illumina	16S rRNA
FMT.0240C	FMT.0240	SRR9271221	PRJNA548153		805	FMT.0240C..pool805	Illumina MiSeq	Illumina	16S rRNA
FMT.0240D	FMT.0240	SRR9271083	PRJNA548153		805	FMT.0240D..pool805	Illumina MiSeq	Illumina	16S rRNA
FMT.0240E	FMT.0240	SRR9271237	PRJNA548153		805	FMT.0240E..pool805	Illumina MiSeq	Illumina	16S rRNA
FMT.0240G	FMT.0240	SRR9271085	PRJNA548153		805	FMT.0240G..pool805	Illumina MiSeq	Illumina	16S rRNA
FMT.0240I	FMT.0240	SRR11116440	PRJNA607574		805	FMT.0240I..pool805	Illumina MiSeq	Illumina	16S rRNA
FMT.0240K	FMT.0240	SRR9271234	PRJNA548153		805	FMT.0240K..pool805	Illumina MiSeq	Illumina	16S rRNA
FMT.0240L	FMT.0240	SRR9271233	PRJNA548153		805	FMT.0240L..pool805	Illumina MiSeq	Illumina	16S rRNA
FMT.0240M	FMT.0240	SRR9271236	PRJNA548153		805	FMT.0240M..pool805	Illumina MiSeq	Illumina	16S rRNA
FMT.0240N	FMT.0240	SRR11116438	PRJNA607574		805	FMT.0240N..pool805	Illumina MiSeq	Illumina	16S rRNA
FMT.0240O	FMT.0240	SRR11116437	PRJNA607574		805	FMT.0240O..pool805	Illumina MiSeq	Illumina	16S rRNA
FMT.0244A	FMT.0244	SRR9271235	PRJNA548153		806	FMT.0244A..pool806	Illumina MiSeq	Illumina	16S rRNA
FMT.0250R	FMT.0250	SRR11116388	PRJNA607574		838	FMT.0250R..pool838	Illumina MiSeq	Illumina	16S rRNA
FMT.0250U	FMT.0250	SRR11116387	PRJNA607574		838	FMT.0250U..pool838	Illumina MiSeq	Illumina	16S rRNA
FMT.0250V	FMT.0250	SRR11116386	PRJNA607574		838	FMT.0250V..pool838	Illumina MiSeq	Illumina	16S rRNA
FMT.0250W	FMT.0250	SRR11116383	PRJNA607574		838	FMT.0250W..pool838	Illumina MiSeq	Illumina	16S rRNA
